,Date/Time,Lat,Lon,Base
287475,9/2/2014 13:05:00,40.76,-73.9627,B02617
945629,9/19/2014 16:44:00,40.7426,-73.9849,B02764
445091,9/13/2014 20:05:00,40.7489,-73.987,B02617
321906,9/4/2014 22:42:00,40.7742,-73.9635,B02617
83850,9/7/2014 1:16:00,40.7177,-73.9579,B02598
518874,9/19/2014 17:22:00,40.7628,-73.9851,B02617
733426,9/12/2014 23:28:00,40.7199,-73.9954,B02682
559447,9/23/2014 4:55:00,40.7209,-74.0043,B02617
1625,9/2/2014 20:08:00,40.7647,-73.9702,B02512
37378,9/1/2014 17:40:00,40.7597,-73.9622,B02598
963996,9/22/2014 8:25:00,40.7569,-73.984,B02764
221615,9/23/2014 21:19:00,40.7423,-73.9969,B02598
325526,9/5/2014 8:42:00,40.676,-73.953,B02617
1016149,9/29/2014 11:05:00,40.7366,-73.9797,B02764
429573,9/12/2014 20:19:00,40.7165,-74.0098,B02617
826493,9/27/2014 1:05:00,40.9273,-73.7521,B02682
377089,9/8/2014 21:14:00,40.7709,-73.866,B02617
188988,9/19/2014 16:58:00,40.7606,-73.9738,B02598
1022177,9/30/2014 8:54:00,40.7103,-73.9648,B02764
67188,9/5/2014 14:27:00,40.6919,-74.1771,B02598
578268,9/24/2014 19:01:00,40.7249,-74.0077,B02617
825785,9/26/2014 23:04:00,40.7271,-73.9898,B02682
748094,9/15/2014 7:21:00,40.6004,-73.9702,B02682
784858,9/20/2014 12:56:00,40.7692,-73.9691,B02682
796919,9/22/2014 9:09:00,40.6846,-73.9193,B02682
326022,9/5/2014 9:31:00,40.79,-73.9742,B02617
114939,9/10/2014 23:58:00,40.7655,-73.9757,B02598
888381,9/10/2014 0:56:00,40.6926,-73.9352,B02764
204649,9/21/2014 9:35:00,40.7377,-74.0019,B02598
345922,9/6/2014 15:32:00,40.7269,-73.9944,B02617
609164,9/27/2014 7:16:00,40.7869,-73.9435,B02617
234886,9/25/2014 17:04:00,40.7591,-73.9943,B02598
651644,9/30/2014 21:07:00,40.7731,-73.9551,B02617
504982,9/18/2014 18:00:00,40.7433,-73.9853,B02617
519006,9/19/2014 17:31:00,40.7215,-73.9606,B02617
288054,9/2/2014 14:11:00,40.7041,-73.9845,B02617
619848,9/27/2014 23:06:00,40.8183,-73.9601,B02617
205834,9/21/2014 13:42:00,40.7773,-73.95,B02598
934701,9/17/2014 22:38:00,40.686,-73.978,B02764
7570,9/6/2014 20:04:00,40.7797,-73.9879,B02512
376946,9/8/2014 21:02:00,40.7209,-73.985,B02617
583228,9/25/2014 7:39:00,40.7378,-73.9851,B02617
130775,9/12/2014 19:40:00,40.7664,-73.9783,B02598
889336,9/10/2014 9:00:00,40.7494,-73.992,B02764
484595,9/17/2014 6:59:00,40.7408,-73.998,B02617
644275,9/30/2014 9:37:00,40.7311,-74.0013,B02617
786200,9/20/2014 16:35:00,40.7641,-73.9586,B02682
371269,9/8/2014 13:33:00,40.7569,-73.9888,B02617
46317,9/3/2014 5:39:00,40.7373,-73.9813,B02598
793069,9/21/2014 15:13:00,40.7693,-73.9885,B02682
551774,9/22/2014 9:43:00,40.7567,-73.9977,B02617
506893,9/18/2014 19:35:00,40.7435,-73.9839,B02617
177660,9/18/2014 13:59:00,40.7634,-73.9737,B02598
225984,9/24/2014 15:46:00,40.7456,-73.9878,B02598
623191,9/28/2014 7:48:00,40.6722,-73.9772,B02617
769319,9/18/2014 12:32:00,40.7585,-73.9716,B02682
860087,9/4/2014 3:54:00,40.7084,-73.9552,B02764
74212,9/6/2014 2:34:00,40.7209,-73.998,B02598
304453,9/3/2014 19:39:00,40.6467,-73.7898,B02617
452221,9/14/2014 10:45:00,40.6544,-73.947,B02617
650067,9/30/2014 19:07:00,40.7275,-73.994,B02617
828785,9/27/2014 14:10:00,40.7363,-73.996,B02682
922609,9/16/2014 2:21:00,40.7027,-73.9075,B02764
617604,9/27/2014 20:53:00,40.7346,-73.9987,B02617
143567,9/13/2014 23:10:00,40.7273,-73.9921,B02598
201306,9/20/2014 21:50:00,40.7411,-73.9959,B02598
993240,9/26/2014 17:21:00,40.6952,-74.1786,B02764
725005,9/11/2014 20:55:00,40.7425,-73.9939,B02682
271592,9/30/2014 16:24:00,40.7457,-73.9993,B02598
607884,9/27/2014 1:10:00,40.765,-73.9746,B02617
232802,9/25/2014 12:25:00,40.6793,-73.9956,B02598
1025665,9/30/2014 17:53:00,40.7535,-73.974,B02764
463061,9/15/2014 11:30:00,40.7585,-73.9689,B02617
409589,9/11/2014 13:44:00,40.7215,-74.0111,B02617
337641,9/5/2014 22:22:00,40.7614,-73.9839,B02617
980240,9/24/2014 21:48:00,40.6839,-73.976,B02764
564705,9/23/2014 16:00:00,40.7425,-73.9867,B02617
469653,9/15/2014 22:08:00,40.7572,-73.9898,B02617
569186,9/23/2014 22:00:00,40.7123,-73.9944,B02617
353025,9/6/2014 22:22:00,40.6669,-73.7974,B02617
823470,9/26/2014 18:03:00,40.7749,-73.9647,B02682
925046,9/16/2014 13:27:00,40.7084,-73.9434,B02764
219014,9/23/2014 15:59:00,40.735,-73.993,B02598
70696,9/5/2014 19:44:00,40.7149,-74.0099,B02598
960670,9/21/2014 15:07:00,40.7478,-73.9738,B02764
8590,9/7/2014 13:55:00,40.7607,-73.9715,B02512
465134,9/15/2014 15:44:00,40.6951,-74.1784,B02617
378176,9/8/2014 23:53:00,40.7455,-73.9896,B02617
754209,9/16/2014 7:56:00,40.7367,-73.9974,B02682
349881,9/6/2014 19:20:00,40.7639,-73.9641,B02617
778161,9/19/2014 15:37:00,40.7306,-74.0026,B02682
263704,9/29/2014 13:00:00,40.7517,-73.9796,B02598
784482,9/20/2014 11:36:00,40.7388,-74.009,B02682
433662,9/13/2014 0:44:00,40.7059,-74.0086,B02617
813133,9/25/2014 6:50:00,41.1045,-74.1615,B02682
337078,9/5/2014 21:52:00,40.7192,-74.0088,B02617
270208,9/30/2014 13:10:00,40.7631,-73.9743,B02598
995590,9/26/2014 20:49:00,40.7382,-74.0009,B02764
6199,9/5/2014 21:55:00,40.7266,-73.9832,B02512
663608,9/3/2014 9:09:00,40.7534,-73.9809,B02682
95621,9/8/2014 18:01:00,40.7962,-73.9616,B02598
953769,9/20/2014 17:05:00,40.77,-73.9231,B02764
680689,9/5/2014 16:27:00,40.7684,-73.9824,B02682
555043,9/22/2014 16:42:00,40.7284,-74.007,B02617
488782,9/17/2014 14:42:00,40.7256,-74.0056,B02617
809668,9/24/2014 15:36:00,40.7393,-73.9923,B02682
929532,9/17/2014 7:45:00,40.8007,-73.9585,B02764
877012,9/7/2014 13:41:00,40.7298,-73.9997,B02764
634988,9/29/2014 11:53:00,40.7161,-74.0062,B02617
92366,9/8/2014 9:30:00,40.7203,-74.005,B02598
800747,9/22/2014 22:40:00,40.7635,-73.9889,B02682
356984,9/7/2014 6:37:00,40.8497,-73.9369,B02617
625653,9/28/2014 13:36:00,40.6485,-73.7834,B02617
739674,9/13/2014 19:33:00,40.7671,-73.9682,B02682
918860,9/15/2014 9:46:00,40.7448,-73.957,B02764
781837,9/19/2014 22:36:00,40.711,-73.9652,B02682
949885,9/20/2014 1:35:00,40.7357,-73.9747,B02764
33590,9/30/2014 8:36:00,40.7194,-73.9859,B02512
231473,9/25/2014 9:07:00,40.7581,-73.9754,B02598
937340,9/18/2014 13:55:00,40.7609,-73.9734,B02764
435199,9/13/2014 6:32:00,40.7812,-73.9513,B02617
529758,9/20/2014 13:14:00,40.7388,-74.0088,B02617
115594,9/11/2014 6:40:00,40.7444,-73.9906,B02598
182787,9/18/2014 21:46:00,40.7423,-74.0006,B02598
556711,9/22/2014 19:05:00,40.7583,-73.9701,B02617
621114,9/28/2014 0:32:00,40.6893,-73.9691,B02617
432790,9/12/2014 23:38:00,40.7274,-74.001,B02617
287466,9/2/2014 13:04:00,40.6851,-73.9842,B02617
218555,9/23/2014 14:45:00,40.6887,-73.985,B02598
782507,9/20/2014 0:05:00,40.7593,-73.9196,B02682
933996,9/17/2014 20:47:00,40.7399,-73.9932,B02764
658431,9/2/2014 11:47:00,40.7209,-74.003,B02682
960576,9/21/2014 14:47:00,40.7884,-73.9257,B02764
658958,9/2/2014 13:59:00,40.7495,-73.9522,B02682
415036,9/11/2014 19:39:00,40.7617,-73.9669,B02617
916126,9/14/2014 17:38:00,40.7168,-74.012,B02764
873031,9/6/2014 17:39:00,40.7857,-73.9852,B02764
936168,9/18/2014 9:00:00,40.6858,-73.9643,B02764
290356,9/2/2014 17:19:00,40.7554,-73.9754,B02617
933884,9/17/2014 20:32:00,40.7422,-73.9852,B02764
8134,9/7/2014 2:16:00,40.7245,-73.9907,B02512
827360,9/27/2014 8:32:00,40.6316,-73.9469,B02682
584289,9/25/2014 8:56:00,40.7332,-73.9957,B02617
370410,9/8/2014 11:41:00,40.7515,-74.0065,B02617
591812,9/25/2014 19:55:00,40.7098,-74.0117,B02617
436484,9/13/2014 10:38:00,40.7071,-73.9212,B02617
765604,9/17/2014 20:22:00,40.744,-73.992,B02682
224137,9/24/2014 9:35:00,40.6721,-73.974,B02598
605287,9/26/2014 21:42:00,40.7494,-73.9949,B02617
429262,9/12/2014 19:59:00,40.7399,-73.9821,B02617
348937,9/6/2014 18:29:00,40.765,-73.9917,B02617
646632,9/30/2014 14:53:00,40.7237,-74.0061,B02617
596482,9/26/2014 8:43:00,40.7409,-74.0076,B02617
499611,9/18/2014 10:25:00,40.7719,-73.9892,B02617
346335,9/6/2014 16:00:00,40.7132,-73.9504,B02617
344756,9/6/2014 14:10:00,40.6938,-73.9823,B02617
457049,9/14/2014 18:50:00,40.7509,-73.9944,B02617
116580,9/11/2014 9:06:00,40.7591,-73.9959,B02598
458726,9/14/2014 21:48:00,40.7169,-74.0147,B02617
706195,9/9/2014 7:26:00,40.7463,-73.9754,B02682
41716,9/2/2014 12:45:00,40.7494,-73.9779,B02598
422505,9/12/2014 11:16:00,40.7214,-74.0352,B02617
221821,9/23/2014 21:51:00,40.7685,-73.8625,B02598
749602,9/15/2014 13:19:00,40.7166,-73.9979,B02682
691000,9/6/2014 20:19:00,40.7359,-74.0009,B02682
536584,9/20/2014 21:36:00,40.7089,-74.0134,B02617
285336,9/2/2014 8:40:00,40.7146,-74.0359,B02617
746524,9/14/2014 20:22:00,40.7322,-74.004,B02682
633986,9/29/2014 9:18:00,40.6803,-74.0013,B02617
875182,9/6/2014 23:39:00,40.7161,-74.007,B02764
68526,9/5/2014 16:40:00,40.7454,-73.9887,B02598
627934,9/28/2014 17:10:00,40.7501,-73.9949,B02617
679683,9/5/2014 14:13:00,40.7024,-73.9896,B02682
400571,9/10/2014 18:24:00,40.7575,-73.9736,B02617
355019,9/7/2014 0:18:00,40.7406,-74.0058,B02617
918844,9/15/2014 9:40:00,40.7086,-73.6157,B02764
348667,9/6/2014 18:14:00,40.7225,-73.9939,B02617
609192,9/27/2014 7:25:00,40.711,-74.0173,B02617
878582,9/7/2014 18:58:00,40.7499,-73.9836,B02764
616056,9/27/2014 19:03:00,40.7644,-73.9851,B02617
158300,9/16/2014 7:12:00,40.7579,-73.9647,B02598
609391,9/27/2014 8:14:00,40.7342,-73.9754,B02617
893676,9/11/2014 0:43:00,40.7205,-73.9969,B02764
70882,9/5/2014 20:00:00,40.7177,-73.9511,B02598
111415,9/10/2014 17:12:00,40.7526,-73.9753,B02598
581253,9/25/2014 1:25:00,40.6593,-73.7596,B02617
33674,9/30/2014 11:01:00,40.7229,-73.996,B02512
952445,9/20/2014 14:13:00,40.7307,-74.0027,B02764
612293,9/27/2014 14:28:00,40.6876,-73.9927,B02617
291837,9/2/2014 19:09:00,40.7297,-73.9914,B02617
661542,9/2/2014 21:27:00,40.7103,-73.6462,B02682
486213,9/17/2014 9:34:00,40.7591,-73.9944,B02617
305755,9/3/2014 21:06:00,40.7662,-73.9794,B02617
975989,9/24/2014 10:29:00,40.8539,-73.9393,B02764
345987,9/6/2014 15:37:00,40.689,-73.9972,B02617
284348,9/2/2014 7:12:00,40.7377,-74.0033,B02617
894588,9/11/2014 9:44:00,40.7442,-73.9743,B02764
915540,9/14/2014 15:57:00,40.7327,-73.9836,B02764
286377,9/2/2014 10:43:00,40.7643,-73.9868,B02617
831326,9/27/2014 20:01:00,40.8038,-73.9563,B02682
820864,9/26/2014 9:13:00,40.7141,-73.9597,B02682
945922,9/19/2014 17:19:00,40.5776,-73.9766,B02764
141034,9/13/2014 19:19:00,40.745,-73.9888,B02598
265876,9/29/2014 18:49:00,40.7556,-73.9835,B02598
325707,9/5/2014 8:59:00,40.6752,-73.9751,B02617
940595,9/18/2014 20:34:00,40.7394,-74.0077,B02764
537952,9/20/2014 23:06:00,40.809,-73.6143,B02617
210303,9/22/2014 7:46:00,40.7785,-73.9774,B02598
837314,9/28/2014 18:53:00,40.6883,-74.0011,B02682
3349,9/4/2014 9:06:00,40.7344,-73.9909,B02512
272254,9/30/2014 17:32:00,40.7676,-73.9869,B02598
73768,9/6/2014 0:40:00,40.7276,-73.994,B02598
668236,9/3/2014 22:31:00,40.7569,-73.9854,B02682
997318,9/26/2014 23:33:00,40.7444,-73.9903,B02764
229651,9/25/2014 3:13:00,40.782,-73.9118,B02598
765914,9/17/2014 21:03:00,40.7299,-73.999,B02682
865022,9/5/2014 6:32:00,40.7154,-74.0134,B02764
83626,9/7/2014 0:36:00,40.7244,-73.9908,B02598
592090,9/25/2014 20:18:00,40.7328,-74.0086,B02617
1013011,9/28/2014 19:35:00,40.7406,-74.0068,B02764
779912,9/19/2014 18:52:00,40.7514,-74.0066,B02682
344148,9/6/2014 13:20:00,40.7518,-73.9938,B02617
410843,9/11/2014 15:32:00,40.8908,-73.9064,B02617
297612,9/3/2014 9:56:00,40.7737,-73.9487,B02617
798091,9/22/2014 14:22:00,40.7501,-73.9752,B02682
955280,9/20/2014 19:49:00,40.7423,-73.9206,B02764
995479,9/26/2014 20:38:00,40.7659,-73.9768,B02764
810618,9/24/2014 17:57:00,40.7227,-73.9883,B02682
34081,9/30/2014 17:47:00,40.7541,-73.9922,B02512
637665,9/29/2014 17:04:00,40.7563,-73.9731,B02617
521358,9/19/2014 19:43:00,40.7468,-74.0078,B02617
90696,9/8/2014 3:45:00,40.7769,-73.9774,B02598
52349,9/3/2014 19:56:00,40.7639,-73.9732,B02598
314887,9/4/2014 16:03:00,40.744,-73.9836,B02617
961359,9/21/2014 17:25:00,40.7408,-73.9978,B02764
820017,9/26/2014 5:33:00,40.8266,-73.9523,B02682
739621,9/13/2014 19:28:00,40.7518,-73.8582,B02682
482753,9/16/2014 22:30:00,40.7678,-73.9845,B02617
710131,9/9/2014 18:36:00,40.76,-73.9721,B02682
438817,9/13/2014 14:28:00,40.7344,-73.9998,B02617
934867,9/17/2014 23:34:00,40.7331,-74.0058,B02764
640510,9/29/2014 21:33:00,40.7269,-74.003,B02617
127780,9/12/2014 14:51:00,40.729,-73.9498,B02598
216819,9/23/2014 8:14:00,40.7783,-73.9812,B02598
909999,9/13/2014 18:17:00,40.7287,-73.9876,B02764
384494,9/9/2014 15:18:00,40.7768,-73.9537,B02617
844385,9/30/2014 6:49:00,40.771,-73.9615,B02682
589141,9/25/2014 16:41:00,40.7646,-73.9847,B02617
754711,9/16/2014 8:49:00,40.7731,-73.9546,B02682
707240,9/9/2014 10:34:00,40.7603,-73.9738,B02682
98642,9/9/2014 7:08:00,40.776,-73.9473,B02598
468288,9/15/2014 19:43:00,40.7651,-73.9804,B02617
1010530,9/28/2014 13:49:00,40.7546,-73.9756,B02764
802463,9/23/2014 9:39:00,40.6966,-73.9832,B02682
554733,9/22/2014 16:12:00,40.7521,-73.9821,B02617
398451,9/10/2014 16:20:00,40.7116,-74.0092,B02617
952709,9/20/2014 14:51:00,40.7329,-74.0085,B02764
205490,9/21/2014 12:39:00,40.6795,-73.9385,B02598
451899,9/14/2014 10:00:00,40.7865,-73.9407,B02617
769454,9/18/2014 13:08:00,40.7419,-73.9902,B02682
855731,9/2/2014 20:30:00,40.7252,-73.9954,B02764
88477,9/7/2014 17:51:00,40.7864,-73.97,B02598
1027843,9/30/2014 22:01:00,40.7644,-73.9732,B02764
259648,9/28/2014 18:26:00,40.7433,-73.984,B02598
307799,9/4/2014 1:11:00,40.7213,-73.9895,B02617
496178,9/17/2014 23:34:00,40.6924,-73.9231,B02617
445446,9/13/2014 20:27:00,40.76,-73.9924,B02617
380149,9/9/2014 7:52:00,40.7807,-73.9488,B02617
93929,9/8/2014 14:32:00,40.7214,-74.009,B02598
243888,9/26/2014 19:16:00,40.6598,-73.9606,B02598
888511,9/10/2014 4:28:00,40.7631,-73.9938,B02764
799756,9/22/2014 19:16:00,40.7265,-74.0057,B02682
722896,9/11/2014 16:52:00,40.746,-73.9943,B02682
568510,9/23/2014 20:59:00,40.7702,-73.9637,B02617
413919,9/11/2014 18:37:00,40.7542,-73.9768,B02617
989150,9/26/2014 1:45:00,40.7469,-73.9846,B02764
281004,9/1/2014 18:58:00,40.6886,-73.9889,B02617
608361,9/27/2014 2:29:00,40.7305,-74.0042,B02617
340322,9/6/2014 1:52:00,40.7203,-73.9882,B02617
542584,9/21/2014 11:00:00,40.719,-74.0051,B02617
541942,9/21/2014 9:16:00,40.7096,-74.0065,B02617
564794,9/23/2014 16:07:00,40.7387,-73.9855,B02617
149384,9/14/2014 19:49:00,40.7398,-73.9931,B02598
872437,9/6/2014 15:58:00,40.7508,-73.8501,B02764
661360,9/2/2014 20:50:00,40.7886,-73.9796,B02682
648316,9/30/2014 17:09:00,40.7759,-73.9602,B02617
937199,9/18/2014 13:28:00,40.7165,-74.0132,B02764
293843,9/2/2014 22:09:00,40.7574,-73.979,B02617
145961,9/14/2014 10:55:00,40.6387,-73.9707,B02598
27087,9/23/2014 5:29:00,40.7364,-73.9967,B02512
972234,9/23/2014 18:24:00,40.7455,-73.9786,B02764
262232,9/29/2014 7:57:00,40.7268,-73.9871,B02598
292115,9/2/2014 19:34:00,40.7255,-73.9575,B02617
168402,9/17/2014 11:31:00,40.7274,-74.0077,B02598
362729,9/7/2014 17:29:00,40.7821,-73.9544,B02617
291865,9/2/2014 19:11:00,40.7679,-73.8655,B02617
464782,9/15/2014 15:10:00,40.7422,-73.9747,B02617
666213,9/3/2014 17:18:00,40.7448,-73.9823,B02682
711901,9/9/2014 23:18:00,40.7138,-73.9546,B02682
902906,9/12/2014 18:39:00,40.74,-73.9973,B02764
183558,9/18/2014 23:11:00,40.7221,-74.0641,B02598
914380,9/14/2014 11:33:00,40.7073,-74.0074,B02764
857582,9/3/2014 12:59:00,40.761,-73.8309,B02764
914838,9/14/2014 13:29:00,40.73,-73.9574,B02764
872597,9/6/2014 16:27:00,40.7613,-73.9667,B02764
324269,9/5/2014 6:48:00,40.702,-73.7586,B02617
91208,9/8/2014 6:32:00,40.7324,-73.9811,B02598
273340,9/30/2014 19:22:00,40.7541,-73.9804,B02598
6441,9/6/2014 0:04:00,40.7072,-74.0017,B02512
140914,9/13/2014 19:11:00,40.7149,-74.0161,B02598
956626,9/20/2014 22:33:00,40.7089,-74.01,B02764
477577,9/16/2014 16:15:00,40.7577,-74.0006,B02617
949736,9/20/2014 1:05:00,40.7499,-73.9918,B02764
65382,9/5/2014 9:21:00,40.7607,-73.9879,B02598
42862,9/2/2014 16:05:00,40.7263,-73.9996,B02598
244719,9/26/2014 20:49:00,40.7579,-73.9779,B02598
745203,9/14/2014 16:06:00,40.7083,-73.94,B02682
461745,9/15/2014 8:30:00,40.7352,-73.9917,B02617
881167,9/8/2014 14:08:00,40.7237,-74.0,B02764
911890,9/13/2014 22:03:00,40.7318,-74.0051,B02764
24331,9/20/2014 8:23:00,40.7659,-73.9766,B02512
786126,9/20/2014 16:26:00,40.7108,-73.724,B02682
994249,9/26/2014 18:46:00,40.7148,-73.9544,B02764
712780,9/10/2014 6:58:00,40.7442,-73.9745,B02682
513502,9/19/2014 8:29:00,40.6869,-73.8628,B02617
114127,9/10/2014 21:38:00,40.7587,-73.989,B02598
302451,9/3/2014 17:31:00,40.6968,-73.9832,B02617
912673,9/13/2014 23:52:00,40.7412,-73.9941,B02764
79747,9/6/2014 18:28:00,40.6866,-73.9925,B02598
274018,9/30/2014 20:40:00,40.7346,-74.0095,B02598
621701,9/28/2014 1:30:00,40.7283,-73.9998,B02617
383406,9/9/2014 13:53:00,40.7157,-74.0343,B02617
754526,9/16/2014 8:29:00,40.7528,-73.966,B02682
695753,9/7/2014 14:08:00,40.7166,-74.0083,B02682
1015831,9/29/2014 9:53:00,40.7512,-73.9944,B02764
784438,9/20/2014 11:25:00,40.6837,-73.9137,B02682
586817,9/25/2014 13:12:00,40.7198,-74.0041,B02617
4794,9/5/2014 7:39:00,40.6765,-73.9632,B02512
243057,9/26/2014 18:00:00,40.7271,-74.0034,B02598
529080,9/20/2014 11:57:00,40.7295,-74.0033,B02617
890460,9/10/2014 14:16:00,40.7397,-73.9908,B02764
432974,9/12/2014 23:50:00,40.7378,-73.9863,B02617
359801,9/7/2014 13:32:00,40.7644,-73.9616,B02617
140285,9/13/2014 18:26:00,40.7411,-73.9982,B02598
1010287,9/28/2014 13:12:00,40.6728,-74.0012,B02764
444273,9/13/2014 19:23:00,40.6756,-74.0149,B02617
69860,9/5/2014 18:35:00,40.7082,-74.0153,B02598
892170,9/10/2014 18:49:00,40.742,-74.0045,B02764
29843,9/26/2014 6:09:00,40.7732,-73.8855,B02512
488896,9/17/2014 14:53:00,40.7554,-73.9874,B02617
794440,9/21/2014 19:25:00,40.7686,-73.8626,B02682
925649,9/16/2014 15:24:00,40.704,-73.8326,B02764
691917,9/6/2014 22:07:00,40.7384,-73.9877,B02682
272902,9/30/2014 18:38:00,40.7191,-74.0051,B02598
475321,9/16/2014 12:42:00,40.7923,-73.9524,B02617
509487,9/18/2014 22:02:00,40.7473,-73.9857,B02617
901921,9/12/2014 16:17:00,40.7433,-73.9891,B02764
962942,9/21/2014 23:35:00,40.7597,-73.9876,B02764
473478,9/16/2014 9:22:00,40.7449,-73.995,B02617
35636,9/1/2014 11:26:00,40.7126,-74.0095,B02598
559371,9/23/2014 4:20:00,40.7532,-73.8944,B02617
973985,9/23/2014 22:20:00,40.8274,-73.926,B02764
693515,9/7/2014 1:37:00,40.6969,-73.9358,B02682
850317,9/1/2014 8:29:00,40.7311,-73.9936,B02764
750780,9/15/2014 16:56:00,40.7578,-74.0005,B02682
381671,9/9/2014 10:37:00,40.7356,-73.9865,B02617
218405,9/23/2014 14:17:00,40.7348,-73.9864,B02598
495745,9/17/2014 22:33:00,40.7247,-73.9986,B02617
753465,9/16/2014 6:25:00,40.7709,-73.9634,B02682
448493,9/13/2014 23:39:00,40.7158,-73.962,B02617
142478,9/13/2014 21:29:00,40.7674,-73.9824,B02598
631008,9/28/2014 22:58:00,40.6965,-73.9833,B02617
963997,9/22/2014 8:25:00,40.7809,-73.9789,B02764
786936,9/20/2014 18:05:00,40.7381,-73.9845,B02682
556371,9/22/2014 18:36:00,40.8079,-73.9055,B02617
423363,9/12/2014 13:07:00,40.7772,-73.5683,B02617
412295,9/11/2014 17:06:00,40.7555,-73.9761,B02617
505600,9/18/2014 18:32:00,40.7884,-73.976,B02617
925698,9/16/2014 15:33:00,40.7688,-73.9646,B02764
628705,9/28/2014 18:22:00,40.723,-73.9975,B02617
457631,9/14/2014 19:46:00,40.6303,-73.9633,B02617
865853,9/5/2014 10:28:00,40.7714,-73.9799,B02764
190803,9/19/2014 19:24:00,40.7354,-74.009,B02598
86405,9/7/2014 13:20:00,40.7685,-73.8872,B02598
973632,9/23/2014 21:21:00,40.7823,-73.9598,B02764
150883,9/15/2014 5:39:00,40.6832,-73.9816,B02598
230838,9/25/2014 7:51:00,40.758,-73.9891,B02598
421253,9/12/2014 8:46:00,40.6538,-73.9607,B02617
1007609,9/28/2014 0:43:00,40.7625,-73.9975,B02764
61313,9/4/2014 19:58:00,40.6942,-73.9394,B02598
650272,9/30/2014 19:20:00,40.7549,-73.9838,B02617
932768,9/17/2014 18:14:00,40.7202,-74.0108,B02764
346829,9/6/2014 16:33:00,40.7691,-73.9675,B02617
782648,9/20/2014 0:29:00,40.7803,-73.9614,B02682
684786,9/5/2014 23:48:00,40.7033,-74.011,B02682
557296,9/22/2014 20:03:00,40.7633,-73.9794,B02617
216357,9/23/2014 7:07:00,40.6716,-73.9897,B02598
748925,9/15/2014 10:04:00,40.7519,-73.991,B02682
9922,9/8/2014 17:26:00,40.7488,-74.0068,B02512
857554,9/3/2014 12:46:00,41.0309,-73.7188,B02764
832724,9/27/2014 23:10:00,40.7128,-73.9656,B02682
37186,9/1/2014 17:02:00,40.692,-73.4434,B02598
608834,9/27/2014 5:24:00,40.7822,-73.9841,B02617
582753,9/25/2014 7:08:00,40.7467,-74.0077,B02617
776524,9/19/2014 10:18:00,40.7401,-73.9894,B02682
918053,9/15/2014 5:47:00,40.7212,-73.9831,B02764
724032,9/11/2014 19:00:00,40.7306,-74.0017,B02682
41424,9/2/2014 11:45:00,40.7547,-73.9914,B02598
975621,9/24/2014 8:58:00,40.7109,-74.0089,B02764
439712,9/13/2014 15:21:00,40.7642,-73.969,B02617
175314,9/18/2014 7:29:00,40.7322,-73.9802,B02598
592276,9/25/2014 20:36:00,40.7561,-73.9848,B02617
374039,9/8/2014 17:31:00,40.7514,-74.0065,B02617
971286,9/23/2014 16:01:00,40.7518,-73.9786,B02764
190903,9/19/2014 19:32:00,40.7383,-73.9918,B02598
111454,9/10/2014 17:15:00,40.7435,-73.9841,B02598
733608,9/12/2014 23:51:00,40.7472,-73.988,B02682
741789,9/13/2014 23:47:00,40.6997,-73.9261,B02682
920551,9/15/2014 16:55:00,40.7503,-73.9791,B02764
899009,9/11/2014 23:55:00,40.7566,-73.9898,B02764
308793,9/4/2014 6:32:00,40.7209,-74.0042,B02617
934139,9/17/2014 21:07:00,40.7251,-73.9956,B02764
816306,9/25/2014 15:20:00,40.778,-73.946,B02682
599678,9/26/2014 15:25:00,40.7445,-73.9859,B02617
515999,9/19/2014 13:41:00,40.7674,-73.9685,B02617
90310,9/7/2014 23:01:00,40.7235,-73.9791,B02598
905124,9/12/2014 23:35:00,40.7127,-73.9482,B02764
296565,9/3/2014 8:07:00,40.7285,-74.0035,B02617
995115,9/26/2014 19:58:00,40.7283,-74.0008,B02764
234126,9/25/2014 15:43:00,40.7788,-73.9822,B02598
954905,9/20/2014 19:06:00,40.7857,-73.9692,B02764
455046,9/14/2014 15:57:00,40.7471,-73.9855,B02617
140843,9/13/2014 19:06:00,40.7321,-73.9985,B02598
1001164,9/27/2014 14:27:00,40.7176,-74.0037,B02764
430454,9/12/2014 21:16:00,40.7145,-74.0089,B02617
931275,9/17/2014 14:44:00,40.76,-73.9788,B02764
154119,9/15/2014 15:43:00,40.7221,-73.9972,B02598
1008520,9/28/2014 3:52:00,40.7124,-73.9239,B02764
993999,9/26/2014 18:26:00,40.7187,-73.9621,B02764
703651,9/8/2014 18:26:00,40.7191,-74.0015,B02682
721947,9/11/2014 14:46:00,40.7431,-73.9854,B02682
611072,9/27/2014 12:20:00,40.7621,-73.9936,B02617
665316,9/3/2014 15:13:00,40.7767,-73.955,B02682
997891,9/27/2014 0:41:00,40.7215,-73.9883,B02764
235781,9/25/2014 18:36:00,40.7493,-73.9776,B02598
867519,9/5/2014 17:13:00,40.7519,-73.9847,B02764
891302,9/10/2014 16:45:00,40.7709,-73.9167,B02764
10698,9/9/2014 11:36:00,40.7627,-73.974,B02512
830030,9/27/2014 17:14:00,40.7708,-73.8658,B02682
142348,9/13/2014 21:16:00,40.7561,-73.9943,B02598
149800,9/14/2014 21:02:00,40.6915,-73.9853,B02598
469036,9/15/2014 20:51:00,40.7071,-74.0165,B02617
1020714,9/30/2014 3:07:00,40.7836,-73.9789,B02764
