,Lat,Lon,Base,hour,weekday
400879,40.7416,-74.0035,3,12,4
25210,40.762,-73.979,0,16,6
262283,40.7405,-74.0064,2,16,2
216231,40.761,-73.9961,1,20,6
275751,40.7739,-73.8722,2,20,6
214105,40.7405,-73.9945,1,18,6
396037,40.7607,-73.9746,3,18,6
349601,40.7442,-73.992,3,23,4
185149,40.7268,-73.9945,1,23,2
236383,40.7191,-73.9642,2,13,2
418715,40.7429,-74.0059,3,17,2
321351,40.7258,-73.9953,2,9,6
462234,40.742,-73.9791,3,19,0
174666,40.7226,-74.0025,1,22,0
558915,40.6462,-73.7769,4,4,1
88458,40.6575,-73.9742,1,12,0
505141,40.7614,-73.9716,3,11,0
492692,40.7417,-73.9854,3,20,6
277059,40.755,-73.973,2,8,4
102119,40.7923,-74.0421,1,19,3
197969,40.6732,-73.9868,1,8,5
553493,40.7461,-74.0053,3,21,6
19146,40.7625,-73.9716,0,23,6
102908,40.7281,-73.9988,1,5,1
112206,40.7738,-73.9487,1,21,5
48837,40.7256,-74.0055,1,22,4
387973,40.6718,-73.976,3,15,5
280221,40.7568,-73.967,2,22,4
202749,40.7412,-73.854,1,18,5
175111,40.7427,-73.958,1,22,0
471161,40.7158,-73.9504,3,10,3
86407,40.7812,-73.9517,1,22,4
343853,40.7558,-73.993,3,14,4
229,40.733,-73.9901,0,9,5
506587,40.7292,-74.0024,3,15,0
43506,40.7562,-73.9863,1,21,6
553589,40.7532,-73.9779,3,22,6
268627,40.7641,-73.999,2,21,1
45136,40.7431,-73.9362,1,11,4
234509,40.6882,-73.9729,2,21,0
373654,40.6946,-73.9837,3,15,3
359238,40.7624,-73.9825,3,21,0
563999,40.7745,-73.9557,4,9,6
212106,40.7576,-73.9789,1,16,6
305314,40.7338,-74.002,2,20,0
247544,40.7622,-73.9632,2,15,5
55936,40.7137,-73.9494,1,22,0
289379,40.7325,-73.9933,2,13,1
295281,40.7444,-73.9761,2,14,6
335363,40.7743,-73.9573,3,11,6
257235,40.736,-73.985,2,7,0
345775,40.7437,-73.9816,3,17,4
473060,40.7455,-73.9796,3,18,3
210724,40.7497,-73.9916,1,14,6
312876,40.8076,-73.9509,2,19,3
5672,40.7151,-73.9918,0,0,2
518756,40.7165,-74.0114,3,19,2
433940,40.7191,-74.0073,3,8,5
423105,40.7676,-73.985,3,0,3
374390,40.7897,-73.9805,3,17,3
450062,40.7388,-74.0028,3,8,4
201102,40.7303,-74.0091,1,16,5
57225,40.7816,-73.9489,1,9,2
169454,40.7645,-73.9735,1,13,0
64438,40.7648,-73.9705,1,16,3
317940,40.7146,-73.9838,2,15,5
228724,40.7144,-74.016,2,19,4
487252,40.7689,-73.9608,3,7,6
152352,40.7612,-73.9991,1,8,6
350438,40.7867,-73.9808,3,6,0
232359,40.7171,-74.0045,2,16,0
104533,40.7359,-73.9839,1,14,1
167962,40.7681,-73.9814,1,8,0
302161,40.7127,-74.0097,2,4,0
176434,40.7214,-73.9936,1,1,2
528939,40.7404,-74.0058,3,9,1
324064,40.7434,-73.9862,2,17,6
533176,40.626,-73.9683,3,5,5
70758,40.7383,-73.9931,1,21,1
527618,40.7247,-73.9918,3,5,1
438306,40.7497,-74.005,3,18,5
164312,40.7696,-73.9681,1,19,4
280310,40.8538,-74.0548,2,23,4
106105,40.7453,-73.9868,1,20,1
474101,40.7225,-73.98,3,21,3
159072,40.7922,-73.974,1,6,4
39355,40.7382,-73.9985,1,3,6
410182,40.7771,-73.9522,3,14,0
226731,40.7562,-73.9981,2,10,4
415961,40.7365,-73.9788,3,5,2
155684,40.7792,-73.9849,1,18,6
370916,40.7395,-74.0019,3,1,3
198835,40.7819,-73.9774,1,11,5
200407,40.7235,-73.9579,1,15,5
555559,40.7593,-73.9766,4,19,4
426917,40.7514,-73.994,3,19,3
516306,40.7393,-73.9917,3,15,2
482618,40.7322,-73.9925,3,15,5
3357,40.7274,-73.9936,0,19,4
501437,40.7534,-73.9811,3,21,4
231047,40.7015,-73.9852,2,9,0
97897,40.7274,-74.0013,1,22,2
44412,40.7227,-74.0051,1,7,4
521319,40.7073,-73.9658,3,23,2
39609,40.7388,-74.0072,1,6,6
285289,40.7379,-73.9879,2,17,2
66259,40.7243,-74.002,1,6,1
109945,40.7462,-73.9733,1,17,5
96068,40.7651,-73.9712,1,17,2
393308,40.7201,-74.0101,3,10,6
448585,40.7506,-73.9818,3,0,4
89746,40.6753,-73.8021,1,16,0
20864,40.7232,-74.005,0,13,0
60377,40.7676,-73.981,1,20,2
220447,40.7536,-73.9744,2,15,5
304354,40.7898,-73.9772,2,17,0
269584,40.7183,-73.9958,2,9,5
298874,40.724,-74.0041,2,12,4
320616,40.7184,-74.039,2,6,6
465368,40.6765,-73.8093,3,10,2
212547,40.7508,-73.9725,1,16,6
99243,40.728,-73.959,1,0,3
497613,40.7661,-73.9638,3,15,4
509455,40.7522,-73.9739,3,19,0
142502,40.6418,-73.7891,1,14,1
479361,40.7215,-73.9886,3,22,1
272193,40.7696,-73.9856,2,20,5
77167,40.7657,-73.9628,1,10,6
392618,40.7313,-73.9755,3,8,6
148573,40.7547,-73.9801,1,16,5
39887,40.777,-73.9865,1,7,6
440703,40.7332,-73.9986,3,22,5
305117,40.7512,-74.0067,2,19,0
73211,40.7234,-74.006,1,14,5
147898,40.75,-73.9949,1,15,5
465745,40.7267,-73.9962,3,12,2
498584,40.7508,-74.0036,3,16,4
268133,40.7532,-73.9966,2,17,1
484889,40.6415,-73.7882,3,19,5
292335,40.7335,-74.0082,2,16,5
456631,40.7123,-74.0076,3,23,4
128869,40.7505,-73.9831,1,16,0
536270,40.7148,-74.0092,3,15,5
197461,40.7411,-73.9531,1,6,5
387374,40.7376,-73.9924,3,13,5
250222,40.7618,-73.9773,2,10,6
356503,40.7559,-73.979,3,17,0
526097,40.7754,-73.9628,3,18,3
496390,40.6878,-74.182,3,11,4
303523,40.7794,-73.9774,2,13,0
198266,40.7641,-73.9731,1,8,5
30680,40.7114,-73.9674,0,17,3
412000,40.7307,-73.9929,3,17,0
55200,40.7531,-74.0034,1,21,0
48435,40.7366,-73.9929,1,21,4
538086,40.7541,-73.9744,3,17,5
106000,40.7606,-73.9785,1,20,1
401846,40.7514,-73.9791,3,15,4
109130,40.7099,-74.0135,1,15,5
357849,40.7731,-73.8859,3,19,0
208361,40.6889,-73.9535,1,10,6
475999,40.7332,-74.0057,3,9,1
325361,40.715,-73.9444,2,19,6
113297,40.709,-73.9561,1,6,6
413240,40.8606,-73.8894,3,20,0
529019,40.7698,-73.9646,3,10,1
174696,40.7413,-74.0064,1,22,0
551049,40.7589,-73.9769,3,19,6
68144,40.7218,-74.0044,1,16,1
494569,40.7883,-73.9722,3,6,4
366719,40.698,-73.9329,3,19,2
509419,40.7267,-73.9923,3,19,0
531818,40.7536,-73.9787,3,19,1
169006,40.7271,-74.0019,1,12,0
519199,40.7631,-73.9802,3,19,2
93102,40.721,-73.9975,1,0,2
114093,40.7177,-73.9522,1,9,6
15656,40.6949,-73.9989,0,17,3
117756,40.739,-73.9913,1,20,6
63127,40.7655,-73.9757,1,7,3
285793,40.7513,-73.9736,2,20,2
563979,40.7534,-73.9875,4,8,6
188514,40.7381,-74.0093,1,14,3
460720,40.7551,-74.0025,3,16,0
165724,40.7233,-74.0084,1,21,4
256157,40.7616,-73.9823,2,21,4
484,40.7104,-73.9847,0,14,5
57217,40.7532,-73.9955,1,9,2
130978,40.7679,-73.9834,1,22,0
466691,40.7166,-73.959,3,15,2
119695,40.7362,-73.9982,1,8,4
188237,40.7708,-73.8658,1,13,3
175224,40.7646,-73.9701,1,22,0
502786,40.7217,-73.9581,3,23,4
461285,40.7294,-73.981,3,17,0
513874,40.7194,-73.986,3,5,2
539943,40.7578,-73.9914,3,20,5
52980,40.7746,-73.9611,1,17,0
381064,40.7273,-73.9952,3,17,1
443349,40.7357,-73.9971,3,10,6
390100,40.7299,-74.004,3,20,5
328754,40.7523,-73.9897,3,11,5
323327,40.7402,-73.9917,2,16,6
383986,40.7584,-73.9689,3,21,1
58320,40.7246,-73.9962,1,15,2
59327,40.6757,-74.0148,1,18,2
505328,40.7746,-73.9615,3,11,0
556742,40.7773,-73.9865,4,22,3
196627,40.7144,-74.0061,1,22,1
505975,40.7749,-73.9826,3,14,0
416128,40.7451,-74.0039,3,7,2
195356,40.7198,-74.0075,1,18,1
473166,40.6914,-73.9449,3,18,3
477511,40.7531,-73.9749,3,16,1
527672,40.7347,-74.0048,3,6,1
159279,40.7249,-73.9991,1,7,4
479226,40.7284,-73.9819,3,21,1
267935,40.7684,-73.9574,2,16,1
485826,40.7362,-73.9977,3,21,5
514899,40.7569,-73.9742,3,11,2
129811,40.7524,-73.9784,1,19,0
528243,40.7307,-73.976,3,7,1
559394,40.7455,-74.0055,4,19,5
84263,40.7611,-73.9733,1,17,4
175954,40.7719,-73.947,1,23,0
341056,40.7745,-73.9577,3,5,4
541605,40.709,-73.9483,3,5,6
494869,40.7787,-73.9511,3,7,4
518535,40.7288,-73.9971,3,18,2
258278,40.751,-73.9814,2,14,0
282264,40.6853,-73.9334,2,16,0
169200,40.7146,-74.01,1,13,0
386733,40.76,-73.9743,3,10,5
297363,40.7522,-73.9755,2,22,6
406729,40.7605,-73.9955,3,23,4
19136,40.7049,-73.9337,0,23,6
51008,40.7803,-73.976,1,11,0
171821,40.7527,-73.9849,1,18,0
468536,40.6931,-73.9945,3,20,2
182523,40.7565,-74.0015,1,19,2
358039,40.7598,-73.9722,3,19,0
307352,40.6869,-73.9641,2,10,2
298779,40.7731,-73.8854,2,11,4
415744,40.7683,-73.9821,3,2,2
271435,40.6614,-73.9981,2,18,5
348161,40.723,-73.9977,3,21,4
432133,40.756,-73.9747,3,20,1
200853,40.7685,-73.9853,1,16,5
516958,40.7172,-74.0091,3,16,2
231075,40.7777,-73.9461,2,10,0
65400,40.7161,-73.9622,1,20,3
354649,40.7799,-73.9597,3,15,0
47547,40.7093,-74.0135,1,19,4
438810,40.7211,-73.9992,3,19,5
472509,40.742,-73.9934,3,16,3
455581,40.6939,-73.9938,3,21,4
208502,40.7419,-74.0074,1,11,6
183570,40.7682,-73.9844,1,21,2
317086,40.7686,-73.8627,2,11,5
541300,40.688,-74.1832,3,0,6
167991,40.6651,-73.9901,1,8,0
522307,40.7167,-74.0083,3,1,3
375458,40.73,-73.9856,3,21,3
553537,40.7592,-73.9767,3,21,6
93277,40.7523,-73.9933,1,1,2
209065,40.7621,-73.9851,1,12,6
476698,40.7483,-73.9925,3,13,1
505381,40.724,-74.0091,3,12,0
555485,40.7499,-74.0053,4,17,4
291436,40.7425,-73.9871,2,10,5
266966,40.7524,-73.9723,2,9,1
48017,40.7739,-73.8715,1,20,4
302005,40.7608,-73.9844,2,0,0
252048,40.7646,-73.9771,2,20,6
131638,40.7279,-74.003,1,23,0
203673,40.7521,-73.9798,1,19,5
288126,40.7748,-73.9584,2,20,3
210367,40.7283,-73.9879,1,14,6
223458,40.7517,-73.9938,2,13,6
127773,40.7589,-73.9939,1,14,0
159128,40.7155,-73.9621,1,7,4
445794,40.7247,-73.9937,3,17,6
455435,40.7279,-73.9806,3,21,4
387420,40.8183,-73.9507,3,13,5
136057,40.7145,-74.015,1,21,2
5494,40.7066,-73.9057,0,22,0
305644,40.7299,-73.9897,2,21,0
174061,40.7226,-73.986,1,21,0
65790,40.7318,-73.9859,1,0,1
33940,40.721,-74.0107,0,12,6
228278,40.7711,-73.9578,2,18,4
552240,40.7499,-73.988,3,20,6
334201,40.7577,-73.9752,3,7,6
162577,40.7673,-73.9936,1,17,4
466513,40.7626,-73.9927,3,15,2
238021,40.7207,-73.9871,2,20,2
315893,40.7194,-74.007,2,21,1
264064,40.7296,-73.9987,2,0,3
297254,40.7698,-73.9841,2,21,6
363304,40.7077,-74.0137,3,11,2
350713,40.7787,-73.9518,3,7,0
524694,40.7177,-73.9414,3,14,3
282254,40.7496,-73.9427,2,16,0
47738,40.7382,-73.9883,1,19,4
401903,40.7256,-73.9997,3,15,4
350373,40.7236,-73.9956,3,6,0
47451,40.6795,-73.974,1,19,4
278644,40.7427,-73.9922,2,17,4
333320,40.7371,-73.9741,3,5,6
176075,40.7313,-73.9886,1,0,2
217738,40.7765,-73.9564,1,21,6
46489,40.7584,-73.9788,1,16,4
28593,40.7395,-74.002,0,23,0
15872,40.7653,-73.9754,0,3,1
528924,40.7336,-73.9809,3,9,1
428662,40.7362,-74.0408,3,7,1
235579,40.7411,-74.0077,2,1,2
67045,40.7227,-73.9889,1,10,1
270708,40.7548,-73.9991,2,16,5
160544,40.7423,-73.9894,1,12,4
34344,40.7455,-73.9887,0,15,6
431410,40.7494,-73.9878,3,17,1
84331,40.7466,-73.9294,1,17,4
247880,40.7285,-73.9837,2,16,5
254003,40.7164,-74.0339,2,13,4
232614,40.7383,-73.9878,2,16,0
129906,40.7344,-73.9977,1,19,0
333246,40.7381,-74.0077,3,4,6
308754,40.7274,-73.9923,2,17,2
278029,40.7794,-73.9444,2,14,4
206389,40.7912,-73.9677,1,7,6
203579,40.6318,-74.0249,1,19,5
340556,40.7193,-73.9998,3,23,6
527578,40.6877,-73.9374,3,5,1
297532,40.7383,-73.8684,2,23,6
119098,40.7486,-73.996,1,6,4
409110,40.7627,-73.9654,3,11,0
143394,40.7506,-74.0058,1,17,1
338328,40.705,-74.0134,3,18,6
254365,40.7546,-73.9916,2,15,4
309586,40.765,-73.9619,2,20,2
250941,40.7466,-73.9957,2,15,6
494211,40.7322,-74.0078,3,3,4
415606,40.8032,-73.9645,3,1,2
14663,40.7167,-74.0147,0,19,2
461325,40.7621,-73.4822,3,18,0
139462,40.768,-73.9918,1,18,3
38435,40.7306,-73.9811,1,19,5
426831,40.7723,-73.965,3,19,3
343582,40.7291,-73.992,3,14,4
250647,40.7054,-73.7455,2,14,6
170219,40.7435,-73.9839,1,15,0
247099,40.7211,-73.9995,2,11,5
321433,40.8104,-73.9624,2,9,6
142618,40.7635,-73.9792,1,14,1
142776,40.7468,-73.9846,1,15,1
393529,40.7219,-73.9975,3,11,6
169811,40.7697,-73.9497,1,14,0
113255,40.7899,-73.9742,1,6,6
402060,40.7578,-73.971,3,15,4
336127,40.7148,-73.9444,3,14,6
41952,40.7779,-73.9539,1,17,6
560377,40.7736,-73.9457,4,19,0
216777,40.7198,-73.8569,1,20,6
273010,40.7393,-73.9871,2,4,6
553831,40.7587,-73.9887,3,22,6
113236,40.7844,-73.9715,1,5,6
495905,40.7632,-73.9808,3,9,4
502149,40.737,-74.0001,3,22,4
399088,40.7467,-73.992,3,6,4
304039,40.7229,-74.005,2,16,0
340881,40.7344,-74.0093,3,4,4
261633,40.7964,-73.9684,2,13,2
197968,40.7829,-73.9498,1,8,5
102107,40.7773,-73.9784,1,19,3
71450,40.6735,-73.976,1,6,5
521526,40.7296,-73.9916,3,23,2
226712,40.7426,-73.9948,2,10,4
77789,40.7211,-73.9585,1,14,6
120669,40.7733,-73.9449,1,12,4
564010,40.7584,-73.9649,4,10,6
227974,40.7305,-74.009,2,17,4
361619,40.7282,-73.991,3,0,2
340923,40.7171,-74.0045,3,5,4
246355,40.7179,-73.9638,2,7,5
31118,40.7694,-73.8372,0,8,1
196082,40.7634,-73.9771,1,20,1
178374,40.7158,-73.9906,1,11,2
395762,40.7679,-73.9664,3,17,6
385490,40.7746,-73.9822,3,7,5
258900,40.695,-74.178,2,16,0
458880,40.7236,-74.0109,3,11,0
448037,40.7617,-73.9749,3,22,6
296484,40.7376,-74.009,2,18,6
184483,40.7244,-74.0058,1,22,2
335127,40.7794,-73.9445,3,10,6
4746,40.6878,-74.1815,0,16,0
135974,40.7135,-73.9628,1,21,2
132853,40.6997,-73.9965,1,10,2
186959,40.7482,-74.001,1,7,3
316619,40.7725,-73.9535,2,7,5
175393,40.699,-73.996,1,23,0
370181,40.7404,-73.9927,3,0,3
213341,40.7301,-73.9944,1,17,6
49243,40.6795,-73.9326,1,23,4
540685,40.7565,-73.9762,3,21,5
6794,40.7353,-73.9878,0,22,2
300785,40.7588,-73.9786,2,19,4
542626,40.778,-73.9747,3,7,6
153249,40.7437,-73.988,1,12,6
249915,40.7594,-73.9843,2,8,6
357936,40.77,-73.8646,3,19,0
148896,40.7388,-74.0081,1,17,5
341823,40.8039,-73.95,3,7,4
111996,40.7592,-73.9756,1,21,5
57185,40.7828,-73.9516,1,8,2
380497,40.7479,-73.9874,3,17,1
20547,40.7413,-74.0023,0,1,0
270511,40.7507,-74.0022,2,15,5
331682,40.7647,-73.9767,3,19,5
218778,40.7639,-73.9741,1,23,6
544343,40.754,-73.9974,3,11,6
86583,40.7319,-73.9853,1,22,4
105846,40.6489,-73.9609,1,19,1
544820,40.71,-73.9578,3,11,6
53563,40.7608,-73.9727,1,18,0
453036,40.7363,-74.0074,3,17,4
221814,40.7594,-73.983,2,21,5
255393,40.7732,-73.9581,2,18,4
319864,40.7598,-73.9794,2,21,5
452582,40.7392,-73.9913,3,16,4
274134,40.7532,-73.9917,2,13,6
301555,40.7418,-73.9893,2,21,4
316738,40.7264,-73.9992,2,8,5
103468,40.717,-73.8,1,8,1
243608,40.7234,-73.9914,2,16,1
439224,40.727,-73.9803,3,19,5
98561,40.735,-73.9858,1,23,2
151528,40.7788,-73.9559,1,6,6
74156,40.7257,-74.0047,1,17,5
202153,40.7423,-73.9953,1,17,5
549431,40.7895,-73.9525,3,17,6
427650,40.676,-73.9717,3,23,3
22973,40.8174,-74.1302,0,6,1
187507,40.7585,-73.9675,1,11,3
476569,40.7281,-73.9841,3,13,1
465261,40.7727,-73.9022,3,9,2
547800,40.7395,-73.9923,3,16,6
34077,40.7242,-73.9924,0,13,6
132178,40.6733,-73.9913,1,2,2
151031,40.6789,-73.9869,1,23,5
301279,40.7805,-73.9498,2,21,4
488772,40.7529,-74.004,3,12,6
210506,40.7687,-73.9496,1,14,6
519327,40.6864,-73.9424,3,20,2
331849,40.7106,-73.985,3,19,5
397849,40.7625,-73.9822,3,21,6
305393,40.7135,-73.9586,2,20,0
402399,40.7387,-74.0065,3,16,4
55433,40.7322,-73.9943,1,21,0
243884,40.7424,-74.0011,2,16,1
515859,40.7361,-73.996,3,14,2
176414,40.7446,-73.9909,1,1,2
505986,40.7581,-73.9892,3,14,0
472792,40.6591,-73.9626,3,17,3
77750,40.7707,-73.8656,1,13,6
532235,40.737,-74.0088,3,20,1
351601,40.7382,-73.9836,3,8,0
70554,40.7402,-73.9957,1,20,1
269115,40.7473,-73.9769,2,7,5
488619,40.6459,-73.7768,3,12,6
115028,40.7651,-73.9614,1,14,6
324486,40.7469,-73.9918,2,18,6
154757,40.7284,-73.9942,1,16,6
206498,40.7173,-74.0118,1,7,6
307382,40.72,-73.991,2,10,2
250397,40.7084,-73.949,2,12,6
464736,40.7385,-73.9874,3,3,2
153961,40.7109,-74.0111,1,14,6
479272,40.7451,-73.9978,3,21,1
334179,40.7303,-73.9861,3,7,6
319974,40.73,-74.0006,2,22,5
402712,40.74,-74.0072,3,16,4
333415,40.7402,-74.0348,3,5,6
397942,40.6907,-73.9959,3,22,6
69115,40.7583,-73.9775,1,17,1
79904,40.7635,-73.9792,1,20,6
442216,40.7754,-73.9565,3,7,6
195530,40.7707,-73.8659,1,18,1
128171,40.7747,-73.9638,1,15,0
44727,40.7565,-73.9779,1,8,4
262912,40.6769,-73.9979,2,19,2
532500,40.727,-74.0037,3,21,1
537221,40.762,-73.9788,3,16,5
78419,40.7702,-73.8644,1,16,6
97743,40.7566,-73.9818,1,21,2
472125,40.7606,-73.9985,3,14,3
204404,40.7541,-73.9884,1,21,5
179158,40.7368,-73.9805,1,14,2
347821,40.7139,-73.9388,3,20,4
325297,40.6444,-73.782,2,19,6
33603,40.6816,-73.958,0,8,6
327542,40.7752,-73.9453,3,7,5
552775,40.7428,-73.9866,3,21,6
400853,40.7608,-73.9845,3,12,4
419180,40.74,-74.0032,3,18,2
207725,40.7189,-73.9871,1,9,6
430953,40.7101,-74.0077,3,16,1
74332,40.7566,-74.0016,1,17,5
126283,40.7686,-73.988,1,7,0
374539,40.7687,-73.8629,3,17,3
173239,40.7466,-73.9838,1,20,0
273684,40.7343,-74.0028,2,9,6
200132,40.7744,-73.9795,1,15,5
315629,40.7619,-74.0008,2,19,1
448934,40.7357,-73.9564,3,5,4
412135,40.7274,-73.9519,3,18,0
76022,40.7601,-73.9732,1,3,6
234589,40.7285,-73.9893,2,21,0
345637,40.7552,-73.9848,3,17,4
97188,40.7334,-73.9582,1,20,2
9574,40.7552,-73.97,0,13,5
52799,40.7406,-73.9796,1,17,0
312654,40.726,-73.9908,2,17,3
493855,40.7291,-73.9884,3,23,6
283623,40.7297,-74.0049,2,23,0
76539,40.7435,-73.9733,1,7,6
238961,40.7083,-73.9467,2,23,2
324379,40.7265,-74.0075,2,18,6
175222,40.761,-73.9843,1,22,0
240279,40.7165,-74.015,2,12,3
318031,40.7252,-74.0034,2,16,5
1845,40.6834,-73.7565,0,17,6
100605,40.7361,-74.0044,1,12,3
60489,40.751,-73.9724,1,20,2
127421,40.7513,-73.9758,1,12,0
19452,40.747,-73.9928,0,11,4
262567,40.7337,-74.0065,2,18,2
461295,40.7406,-73.9915,3,17,0
189669,40.6686,-73.9446,1,17,3
485610,40.7234,-74.0092,3,21,5
475692,40.7491,-73.9922,3,8,1
402816,40.7609,-73.9797,3,16,4
411256,40.7633,-73.9737,3,16,0
76633,40.7786,-73.9854,1,7,6
515845,40.7167,-73.9568,3,14,2
187317,40.7725,-73.953,1,10,3
7162,40.7716,-73.9592,0,8,3
528219,40.7237,-74.0015,3,7,1
190772,40.7517,-74.0039,1,22,3
13641,40.7342,-73.9936,0,19,0
533373,40.7205,-73.9561,3,6,5
528509,40.735,-73.9551,3,8,1
400760,40.7406,-73.9927,3,12,4
12675,40.7748,-73.9903,0,4,0
463787,40.7213,-73.9878,3,23,0
260134,40.7277,-73.9875,2,21,0
214713,40.7413,-73.9832,1,18,6
97777,40.6656,-73.9826,1,21,2
189442,40.6461,-73.7769,1,17,3
111109,40.7454,-73.991,1,19,5
513996,40.7618,-73.9772,3,6,2
197,40.7651,-73.9617,0,8,5
407916,40.7161,-74.0151,3,7,0
471498,40.7802,-73.9752,3,12,3
18401,40.7604,-73.9667,0,12,6
341973,40.7473,-73.9895,3,8,4
104084,40.8944,-73.8371,1,11,1
66700,40.7168,-73.9909,1,8,1
59708,40.743,-73.9801,1,19,2
264802,40.7805,-73.9599,2,10,3
265519,40.7701,-73.9673,2,15,3
374966,40.7126,-74.0093,3,19,3
180426,40.776,-73.9644,1,16,2
22539,40.7207,-74.0095,0,12,3
540607,40.7603,-73.9991,3,21,5
5515,40.741,-74.0053,0,22,0
91062,40.7549,-73.9744,1,19,0
196173,40.6465,-73.7899,1,20,1
268154,40.7274,-73.981,2,17,1
469201,40.7667,-73.9711,3,22,2
356844,40.7158,-74.0152,3,18,0
351923,40.7247,-73.9985,3,9,0
556031,40.7593,-73.9751,4,20,0
49638,40.7472,-74.0019,1,5,0
112276,40.7337,-74.0016,1,21,5
221512,40.805,-73.9545,2,19,5
300769,40.7251,-74.0057,2,19,4
303986,40.7666,-73.951,2,15,0
338312,40.7333,-73.9956,3,18,6
436960,40.7346,-74.0096,3,16,5
58328,40.7338,-73.9883,1,15,2
445853,40.7223,-73.9996,3,17,6
59611,40.7535,-73.9746,1,18,2
24137,40.7577,-73.978,0,15,5
249432,40.6719,-73.9758,2,6,6
545473,40.7707,-73.965,3,13,6
271516,40.7141,-73.9893,2,18,5
416621,40.7275,-73.9885,3,10,2
328861,40.7385,-73.9998,3,11,5
343695,40.811,-73.9642,3,14,4
176316,40.7304,-74.0018,1,0,2
415617,40.7399,-73.9897,3,1,2
479511,40.6872,-73.9476,3,22,1
267445,40.7113,-74.0104,2,13,1
352288,40.7419,-73.983,3,10,0
498681,40.7707,-73.9598,3,17,4
193916,40.6469,-73.789,1,15,1
46153,40.7511,-73.9712,1,16,4
130501,40.6126,-74.034,1,20,0
427818,40.7577,-74.0005,3,3,1
355113,40.7793,-73.9752,3,16,0
250272,40.726,-73.9922,2,11,6
495959,40.7657,-73.9609,3,9,4
215639,40.6467,-73.7895,1,19,6
352404,40.7503,-73.9733,3,10,0
514902,40.645,-73.782,3,11,2
166345,40.7252,-73.9795,1,23,4
249792,40.7613,-73.9993,2,8,6
429461,40.7525,-73.9727,3,11,1
118410,40.7245,-73.9924,1,22,6
234549,40.7324,-73.9968,2,21,0
331551,40.7567,-73.9886,3,18,5
437683,40.7498,-73.9915,3,17,5
92961,40.7406,-74.0085,1,23,0
343207,40.6896,-73.9924,3,12,4
541953,40.7758,-73.9763,3,6,6
502376,40.7597,-73.9879,3,22,4
406003,40.775,-73.9651,3,21,4
408945,40.7111,-73.9492,3,10,0
254421,40.757,-73.9787,2,15,4
468025,40.7643,-73.9585,3,19,2
548044,40.7376,-74.0046,3,16,6
481157,40.716,-74.0153,3,9,5
387887,40.7747,-73.9643,3,15,5
520964,40.7608,-73.9845,3,22,2
535377,40.7614,-73.9877,3,12,5
158705,40.7616,-73.9313,1,5,4
271763,40.7397,-74.0062,2,19,5
517901,40.7647,-73.9844,3,18,2
531484,40.7407,-73.9726,3,18,1
115035,40.7147,-73.9616,1,14,6
443188,40.7639,-73.9732,3,10,6
557154,40.7205,-74.0103,4,15,5
371325,40.6796,-73.9682,3,2,3
555797,40.6435,-73.7898,4,12,0
521434,40.7532,-73.986,3,23,2
53194,40.7434,-73.986,1,17,0
406392,40.7499,-73.9724,3,22,4
530453,40.7654,-73.979,3,16,1
24042,40.7626,-73.9723,0,14,5
67568,40.8931,-73.9001,1,14,1
277457,40.7288,-73.9951,2,11,4
119345,40.7278,-74.0018,1,7,4
488809,40.7608,-73.9993,3,12,6
371631,40.7119,-73.9235,3,4,3
314253,40.7071,-74.0084,2,10,1
330528,40.7689,-73.9578,3,16,5
149973,40.756,-73.9944,1,19,5
404608,40.7609,-73.977,3,19,4
394894,40.771,-73.964,3,16,6
84850,40.7447,-73.9831,1,18,4
371732,40.738,-73.924,3,5,3
408511,40.7376,-74.0039,3,9,0
103246,40.7333,-73.997,1,7,1
61414,40.7648,-73.9722,1,22,2
486984,40.7242,-73.9847,3,6,6
375424,40.7701,-73.8647,3,20,3
353435,40.6859,-73.9882,3,13,0
388788,40.7524,-73.9684,3,17,5
553520,40.6461,-73.7769,3,21,6
213846,40.7647,-73.977,1,18,6
491118,40.7291,-73.9873,3,17,6
383423,40.7404,-74.0062,3,20,1
65017,40.7587,-73.9696,1,18,3
436490,40.7241,-73.9849,3,15,5
339977,40.753,-74.004,3,21,6
304451,40.7438,-73.9959,2,17,0
167137,40.6977,-73.9966,1,5,0
553197,40.7521,-73.9799,3,21,6
161462,40.7535,-73.9888,1,15,4
304181,40.6465,-73.7894,2,16,0
13431,40.705,-74.0116,0,17,0
476277,40.7803,-73.9756,3,11,1
150603,40.7421,-73.985,1,21,5
216390,40.6512,-73.9728,1,20,6
327222,40.7849,-73.9536,3,6,5
310710,40.7275,-73.9941,2,0,3
172412,40.7398,-73.9988,1,18,0
522759,40.699,-73.9354,3,2,3
270062,40.7712,-73.9028,2,12,5
41659,40.7449,-73.9871,1,16,6
237776,40.7223,-73.9832,2,19,2
262299,40.7145,-73.9633,2,17,2
484236,40.763,-73.974,3,18,5
286370,40.7306,-73.9576,2,23,2
533917,40.7301,-73.9552,3,7,5
515725,40.7374,-73.991,3,14,2
104276,40.695,-74.1784,1,13,1
526337,40.734,-74.0047,3,19,3
181339,40.724,-74.0044,1,18,2
373567,40.7206,-73.9897,3,15,3
270127,40.722,-74.0042,2,13,5
166747,40.7396,-74.0054,1,0,0
500114,40.7539,-73.9806,3,19,4
369947,40.7359,-73.9894,3,23,2
155399,40.7449,-73.9935,1,17,6
